Edicao,Acum Gols Visitante,Vitorias Visitante,Senioridade Casa,Senioridade Visitante,Casa,Visitante,Rodada
2019,4.0,3.0,6,4,River Plate,Cruzeiro,Oitavas de final
2019,4.0,2.0,7,3,Nacional,Internacional,Oitavas de final
2019,3.0,1.0,5,5,San Lorenzo,Cerro Porteño,Oitavas de final
2019,6.0,1.0,3,3,LDU de Quito,Olimpia,Oitavas de final
2019,6.0,2.0,2,5,Godoy Cruz,Palmeiras,Oitavas de final
2019,2.0,1.0,6,5,CS Emelec,Flamengo,Oitavas de final
2019,2.0,0.0,4,5,Atl Paranaense,Boca Juniors,Oitavas de final
2019,5.0,2.0,6,5,Grêmio,Libertad,Oitavas de final
2019,5.0,1.0,4,6,Cruzeiro,River Plate,Oitavas de final
2019,0.0,0.0,5,5,Cerro Porteño,San Lorenzo,Oitavas de final
2019,2.0,2.0,3,7,Internacional,Nacional,Oitavas de final
2019,4.0,0.0,3,3,Olimpia,LDU de Quito,Oitavas de final
2019,2.0,0.0,5,2,Palmeiras,Godoy Cruz,Oitavas de final
2019,4.0,2.0,5,6,Flamengo,CS Emelec,Oitavas de final
2019,3.0,0.0,5,4,Boca Juniors,Atl Paranaense,Oitavas de final
2019,3.0,1.0,5,6,Libertad,Grêmio,Oitavas de final
2019,3.0,1.0,3,5,LDU de Quito,Boca Juniors,Quartas de final
2019,8.0,2.0,6,5,Grêmio,Palmeiras,Quartas de final
2019,3.0,1.0,6,5,River Plate,Cerro Porteño,Quartas de final
2019,5.0,3.0,5,3,Flamengo,Internacional,Quartas de final
2019,5.0,0.0,5,3,Boca Juniors,LDU de Quito,Quartas de final
2019,6.0,2.0,5,6,Palmeiras,Grêmio,Quartas de final
2019,5.0,2.0,5,6,Cerro Porteño,River Plate,Quartas de final
2019,2.0,1.0,3,5,Internacional,Flamengo,Quartas de final
2019,6.0,2.0,6,5,River Plate,Boca Juniors,Semifinais
2019,3.0,1.0,6,5,Grêmio,Flamengo,Semifinais
2019,6.0,2.0,5,6,Boca Juniors,River Plate,Semifinais
2019,8.0,3.0,5,6,Flamengo,Grêmio,Semifinais
2019,6.0,2.0,5,6,Flamengo,River Plate,Final
2020,0.0,0.0,3,3,Internacional,Univ Católica,Fase de Grupos
2020,0.0,0.0,1,4,Defensa y Just,Santos,Fase de Grupos
2020,0.0,0.0,3,6,Barcelona SC,Independiente,Fase de Grupos
2020,0.0,0.0,3,4,Wilstermann,Colo-Colo,Fase de Grupos
2020,0.0,0.0,1,5,Tigre,Palmeiras,Fase de Grupos
2020,0.0,0.0,1,6,CD América,Grêmio,Fase de Grupos
2020,0.0,0.0,6,5,Independiente,Libertad,Fase de Grupos
2020,0.0,0.0,2,5,Caracas,Boca Juniors,Fase de Grupos
2020,0.0,0.0,4,6,Atl Paranaense,Peñarol,Fase de Grupos
2020,0.0,0.0,1,4,Estud Mérida,Racing Club,Fase de Grupos
2020,0.0,0.0,3,6,LDU de Quito,River Plate,Fase de Grupos
2020,0.0,0.0,3,5,Junior,Flamengo,Fase de Grupos
2020,0.0,0.0,2,3,Delfín SC,Olimpia,Fase de Grupos
2020,0.0,0.0,5,4,Guaraní,Bolívar,Fase de Grupos
2020,0.0,0.0,1,3,Binacional,São Paulo,Fase de Grupos
2020,0.0,0.0,4,7,Alianza Lima,Nacional,Fase de Grupos
2020,0.0,0.0,4,1,Bolívar,Tigre,Fase de Grupos
2020,0.0,0.0,3,1,Univ Católica,CD América,Fase de Grupos
2020,0.0,0.0,4,2,Santos,Delfín SC,Fase de Grupos
2020,0.0,0.0,4,4,Colo-Colo,Atl Paranaense,Fase de Grupos
2020,0.0,0.0,6,3,Peñarol,Wilstermann,Fase de Grupos
2020,0.0,0.0,6,1,River Plate,Binacional,Fase de Grupos
2020,0.0,0.0,5,5,Palmeiras,Guaraní,Fase de Grupos
2020,0.0,0.0,5,2,Libertad,Caracas,Fase de Grupos
2020,3.0,1.0,5,6,Boca Juniors,Independiente,Fase de Grupos
2020,0.0,0.0,7,1,Nacional,Estud Mérida,Fase de Grupos
2020,0.0,0.0,6,3,Independiente,Junior,Fase de Grupos
2020,0.0,0.0,5,3,Flamengo,Barcelona SC,Fase de Grupos
2020,0.0,0.0,3,1,Olimpia,Defensa y Just,Fase de Grupos
2020,0.0,0.0,3,3,São Paulo,LDU de Quito,Fase de Grupos
2020,0.0,0.0,4,4,Racing Club,Alianza Lima,Fase de Grupos
2020,0.0,0.0,6,3,Grêmio,Internacional,Fase de Grupos
2020,0.0,0.0,3,4,Wilstermann,Atl Paranaense,Fase de Grupos
2020,0.0,0.0,4,6,Colo-Colo,Peñarol,Fase de Grupos
2020,0.0,0.0,1,4,Estud Mérida,Alianza Lima,Fase de Grupos
2020,2.0,1.0,3,1,Internacional,CD América,Fase de Grupos
2020,0.0,0.0,1,3,Binacional,LDU de Quito,Fase de Grupos
2020,1.0,0.0,4,3,Santos,Olimpia,Fase de Grupos
2020,1.0,1.0,4,7,Racing Club,Nacional,Fase de Grupos
2020,0.0,0.0,1,2,Defensa y Just,Delfín SC,Fase de Grupos
2020,0.0,0.0,3,6,São Paulo,River Plate,Fase de Grupos
2020,2.0,0.0,6,2,Independiente,Caracas,Fase de Grupos
2020,2.0,1.0,4,5,Bolívar,Palmeiras,Fase de Grupos
2020,2.0,1.0,3,6,Univ Católica,Grêmio,Fase de Grupos
2020,2.0,1.0,6,5,Independiente,Flamengo,Fase de Grupos
2020,1.0,0.0,5,5,Libertad,Boca Juniors,Fase de Grupos
2020,0.0,0.0,3,3,Barcelona SC,Junior,Fase de Grupos
2020,0.0,0.0,5,1,Guaraní,Tigre,Fase de Grupos
2020,2.0,1.0,3,5,Barcelona SC,Flamengo,Fase de Grupos
2020,2.0,2.0,1,7,Estud Mérida,Nacional,Fase de Grupos
2020,0.0,0.0,1,4,Tigre,Bolívar,Fase de Grupos
2020,2.0,1.0,2,5,Caracas,Libertad,Fase de Grupos
2020,1.0,0.0,1,3,Defensa y Just,Olimpia,Fase de Grupos
2020,0.0,0.0,4,4,Atl Paranaense,Colo-Colo,Fase de Grupos
2020,1.0,0.0,3,3,LDU de Quito,São Paulo,Fase de Grupos
2020,2.0,0.0,1,6,Binacional,River Plate,Fase de Grupos
2020,3.0,1.0,3,6,Junior,Independiente,Fase de Grupos
2020,1.0,0.0,3,6,Wilstermann,Peñarol,Fase de Grupos
2020,2.0,1.0,4,4,Alianza Lima,Racing Club,Fase de Grupos
2020,0.0,0.0,1,3,CD América,Univ Católica,Fase de Grupos
2020,4.0,2.0,5,5,Guaraní,Palmeiras,Fase de Grupos
2020,2.0,1.0,3,6,Internacional,Grêmio,Fase de Grupos
2020,3.0,1.0,6,5,Independiente,Boca Juniors,Fase de Grupos
2020,2.0,1.0,2,4,Delfín SC,Santos,Fase de Grupos
2020,1.0,0.0,6,3,Grêmio,Univ Católica,Fase de Grupos
2020,0.0,0.0,6,4,Peñarol,Colo-Colo,Fase de Grupos
2020,4.0,1.0,2,6,Caracas,Independiente,Fase de Grupos
2020,1.0,0.0,5,4,Palmeiras,Bolívar,Fase de Grupos
2020,4.0,2.0,7,4,Nacional,Racing Club,Fase de Grupos
2020,0.0,0.0,1,3,CD América,Internacional,Fase de Grupos
2020,0.0,0.0,3,1,LDU de Quito,Binacional,Fase de Grupos
2020,3.0,1.0,5,5,Boca Juniors,Libertad,Fase de Grupos
2020,0.0,0.0,4,3,Atl Paranaense,Wilstermann,Fase de Grupos
2020,4.0,2.0,3,4,Olimpia,Santos,Fase de Grupos
2020,0.0,0.0,3,3,Junior,Barcelona SC,Fase de Grupos
2020,0.0,0.0,4,1,Alianza Lima,Estud Mérida,Fase de Grupos
2020,3.0,0.0,6,3,River Plate,São Paulo,Fase de Grupos
2020,6.0,2.0,5,6,Flamengo,Independiente,Fase de Grupos
2020,1.0,0.0,1,5,Tigre,Guaraní,Fase de Grupos
2020,1.0,0.0,2,1,Delfín SC,Defensa y Just,Fase de Grupos
2020,0.0,0.0,3,2,Olimpia,Delfín SC,Fase de Grupos
2020,1.0,0.0,4,1,Santos,Defensa y Just,Fase de Grupos
2020,2.0,0.0,4,1,Racing Club,Estud Mérida,Fase de Grupos
2020,2.0,0.0,7,4,Nacional,Alianza Lima,Fase de Grupos
2020,0.0,0.0,3,1,São Paulo,Binacional,Fase de Grupos
2020,3.0,1.0,6,4,Peñarol,Atl Paranaense,Fase de Grupos
2020,1.0,1.0,6,3,River Plate,LDU de Quito,Fase de Grupos
2020,0.0,0.0,4,3,Colo-Colo,Wilstermann,Fase de Grupos
2020,2.0,1.0,6,3,Independiente,Barcelona SC,Fase de Grupos
2020,4.0,1.0,4,5,Bolívar,Guaraní,Fase de Grupos
2020,2.0,1.0,5,3,Flamengo,Junior,Fase de Grupos
2020,1.0,0.0,5,1,Palmeiras,Tigre,Fase de Grupos
2020,0.0,0.0,3,3,Univ Católica,Internacional,Fase de Grupos
2020,5.0,1.0,5,2,Boca Juniors,Caracas,Fase de Grupos
2020,5.0,1.0,6,1,Grêmio,CD América,Fase de Grupos
2020,6.0,2.0,5,6,Libertad,Independiente,Fase de Grupos
2020,7.0,3.0,3,4,LDU de Quito,Santos,Oitavas de final
2020,8.0,1.0,4,6,Atl Paranaense,River Plate,Oitavas de final
2020,4.0,2.0,2,5,Delfín SC,Palmeiras,Oitavas de final
2020,5.0,3.0,6,7,Independiente,Nacional,Oitavas de final
2020,4.0,2.0,4,5,Racing Club,Flamengo,Oitavas de final
2020,1.0,1.0,5,3,Libertad,Wilstermann,Oitavas de final
2020,3.0,2.0,5,6,Guaraní,Grêmio,Oitavas de final
2020,5.0,1.0,6,4,River Plate,Atl Paranaense,Oitavas de final
2020,1.0,1.0,4,3,Santos,LDU de Quito,Oitavas de final
2020,1.0,1.0,5,2,Palmeiras,Delfín SC,Oitavas de final
2020,10.0,3.0,7,6,Nacional,Independiente,Oitavas de final
2020,6.0,3.0,5,4,Flamengo,Racing Club,Oitavas de final
2020,3.0,1.0,3,5,Wilstermann,Libertad,Oitavas de final
2020,4.0,2.0,3,5,Internacional,Boca Juniors,Oitavas de final
2020,7.0,2.0,6,5,Grêmio,Guaraní,Oitavas de final
2020,9.0,4.0,6,4,Grêmio,Santos,Quartas de final
2020,7.0,3.0,5,5,Libertad,Palmeiras,Quartas de final
2020,1.0,0.0,5,3,Boca Juniors,Internacional,Oitavas de final
2020,5.0,3.0,6,7,River Plate,Nacional,Quartas de final
2020,5.0,3.0,4,6,Santos,Grêmio,Quartas de final
2020,5.0,2.0,5,5,Palmeiras,Libertad,Quartas de final
2020,5.0,3.0,4,5,Racing Club,Boca Juniors,Quartas de final
2020,9.0,1.0,7,6,Nacional,River Plate,Quartas de final
2020,7.0,4.0,5,4,Boca Juniors,Racing Club,Quartas de final
